Macrogene,gene,weight
Macrogene 742,marm_TENM2,0.5059006
Macrogene 742,marm_PAPPA,0.4955506
Macrogene 742,mouse_Ntng1,0.49536946
Macrogene 742,marm_PROS1,0.4896848
Macrogene 742,marm_NELL1,0.48619092
Macrogene 742,marm_PAPPA2,0.48522976
Macrogene 742,mouse_Pappa,0.46600834
Macrogene 742,mouse_Pros1,0.4502314
Macrogene 742,marm_CNTNAP1,0.44330323
Macrogene 742,mouse_Pappa2,0.44227526
Macrogene 742,mouse_Alk,0.42547506
Macrogene 742,marm_SEMA3E,0.41288882
Macrogene 742,mouse_Nell2,0.39302728
Macrogene 742,marm_FSTL4,0.37541962
Macrogene 742,marm_TENM3,0.3683409
Macrogene 742,marm_NTNG1,0.3421549
Macrogene 742,marm_CLSTN3,0.33779073
Macrogene 742,mouse_Tenm1,0.31652936
Macrogene 742,mouse_Scube1,0.3075625
Macrogene 742,mouse_Sema5a,0.29744187
Macrogene 742,marm_NTN4,0.2711713
Macrogene 742,marm_MAMDC2,0.26505333
Macrogene 742,marm_PDGFC,0.2636366
Macrogene 742,mouse_Cntnap2,0.26038253
Macrogene 742,marm_CRIM1,0.25950047
Macrogene 742,mouse_Nrp2,0.2585282
Macrogene 742,marm_RELN,0.23786691
Macrogene 742,mouse_Spon1,0.23396243
Macrogene 742,mouse_Fstl4,0.23086394
Macrogene 742,marm_SEL1L3,0.2216877
Macrogene 742,marm_BMPER,0.21859762
Macrogene 742,mouse_Itgbl1,0.21363647
Macrogene 743,mouse_Prrg1,1.2431126
Macrogene 743,marm_LDLRAD3,1.2405429
Macrogene 743,mouse_Ldlrad3,1.1320091
Macrogene 743,marm_LRP12,0.6534551
Macrogene 743,marm_NDFIP2,0.64793223
Macrogene 743,mouse_Tmem252,0.5045487
Macrogene 743,marm_LDLRAD4,0.3929577
Macrogene 743,mouse_Bean1,0.2695123
Macrogene 744,marm_TFRC,0.87388915
Macrogene 744,marm_CPQ,0.66438335
Macrogene 744,marm_LAP3,0.6319386
Macrogene 744,mouse_Folh1,0.5628845
Macrogene 744,mouse_Cpq,0.54408354
Macrogene 744,marm_ACSM4,0.35701224
Macrogene 744,mouse_Hexb,0.2989074
Macrogene 745,mouse_Ly86,1.1010622
Macrogene 745,marm_LY86,1.0884987
Macrogene 746,mouse_Emid1,2.0452123
Macrogene 746,marm_EMID1,1.7054839
Macrogene 746,mouse_Col26a1,1.3707298
Macrogene 746,mouse_Col23a1,1.0837114
Macrogene 746,mouse_Eln,1.0661858
Macrogene 746,marm_COL13A1,0.9138945
Macrogene 746,marm_COL18A1,0.8254188
Macrogene 746,mouse_Col15a1,0.79570144
Macrogene 746,marm_COL15A1,0.6768682
Macrogene 746,marm_COL26A1,0.67398924
Macrogene 746,mouse_Col18a1,0.6582362
Macrogene 746,mouse_Cthrc1,0.64343655
Macrogene 746,mouse_Col5a1,0.6161638
Macrogene 746,marm_C1QTNF3,0.61472076
Macrogene 746,marm_GLDN,0.60123813
Macrogene 746,mouse_Gldn,0.48225096
Macrogene 746,mouse_C1qc,0.44514957
Macrogene 746,mouse_C1qb,0.3770375
Macrogene 746,marm_C1QA,0.3384793
Macrogene 746,marm_C1QB,0.2672952
Macrogene 746,marm_C1QC,0.2463543
Macrogene 746,marm_COL5A3,0.23836844
Macrogene 746,marm_C1QTNF8,0.22769693
Macrogene 746,mouse_C1qa,0.22297348
Macrogene 746,marm_COLEC11,0.22061422
Macrogene 746,marm_COLEC12,0.21134578
Macrogene 746,marm_COL23A1,0.2060131
Macrogene 747,mouse_Slain1,0.8070937
Macrogene 747,mouse_Mtss1,0.69464964
Macrogene 747,marm_SLAIN1,0.6256754
Macrogene 747,marm_MTSS1,0.62210673
Macrogene 747,marm_GLCCI1,0.39725056
Macrogene 747,marm_NYAP2,0.23507778
Macrogene 747,marm_CREB5,0.20728405
Macrogene 747,mouse_Fam110b,0.20480469
Macrogene 748,marm_CHAT,1.0235882
Macrogene 748,marm_CYBRD1,1.0121247
Macrogene 748,marm_NOX4,0.7558709
Macrogene 748,mouse_Nox3,0.7126496
Macrogene 748,mouse_Steap4,0.6949201
Macrogene 748,mouse_Steap3,0.6364985
Macrogene 748,mouse_Nox4,0.58813787
Macrogene 748,mouse_Frrs1,0.5084645
Macrogene 748,mouse_mt-Cytb,0.3576013
Macrogene 748,marm_CPT1A,0.3467801
Macrogene 748,mouse_Tmem45a,0.3274433
Macrogene 748,marm_RHCG,0.2889565
Macrogene 748,marm_PAQR8,0.27766883
Macrogene 748,mouse_Paqr8,0.22764088
Macrogene 749,mouse_Ccdc60,1.0487977
Macrogene 749,mouse_4933402J07Rik,0.9357397
Macrogene 749,marm_CCDC60,0.9286338
Macrogene 750,marm_TAGLN3,1.4278284
Macrogene 750,marm_CNN3,0.93393475
Macrogene 750,marm_TAGLN,0.926308
Macrogene 750,marm_TAGLN2,0.8016975
Macrogene 750,mouse_Cnn2,0.69530505
Macrogene 750,mouse_Pls3,0.42844197
Macrogene 751,marm_ZNF804A,0.7339882
Macrogene 751,mouse_Asxl3,0.4815402
Macrogene 751,mouse_Zfp804a,0.45769033
Macrogene 751,marm_ASXL3,0.39799657
Macrogene 751,marm_NEXMIF,0.36401814
Macrogene 751,marm_REV3L,0.36309826
Macrogene 751,mouse_Zfp804b,0.34959278
Macrogene 751,marm_TOPAZ1,0.32302734
Macrogene 751,mouse_Topaz1,0.3071956
Macrogene 751,mouse_Nexmif,0.29586357
Macrogene 751,marm_ZNF804B,0.22836752
Macrogene 752,marm_DCX,0.96240884
Macrogene 752,mouse_Dcx,0.95401746
Macrogene 753,marm_MEIS2,1.2593951
Macrogene 753,mouse_Meis2,1.149876
Macrogene 753,marm_MEIS1,0.88460135
Macrogene 753,mouse_Meis1,0.86242396
Macrogene 753,marm_PBX3,0.7108888
Macrogene 753,marm_MEIS3,0.58149475
Macrogene 753,marm_PKNOX1,0.26099807
Macrogene 754,mouse_Ccnjl,1.528703
Macrogene 754,marm_CCNO,0.9103184
Macrogene 754,mouse_Ccno,0.54988146
Macrogene 754,marm_CCNJL,0.32546493
Macrogene 754,marm_CCND3,0.28556886
Macrogene 755,mouse_F13a1,1.2551484
Macrogene 755,marm_F13A1,1.039323
Macrogene 755,marm_TGM2,0.8156272
Macrogene 755,mouse_Capn8,0.7033852
Macrogene 755,mouse_Capn3,0.5287351
Macrogene 756,mouse_Slc7a14,0.4936864
Macrogene 756,mouse_Slc24a3,0.45291084
Macrogene 756,marm_SLC7A14,0.42429742
Macrogene 756,marm_SLC24A2,0.30002153
Macrogene 756,marm_SLC12A5,0.2977331
Macrogene 756,mouse_Slc7a1,0.2922095
Macrogene 756,mouse_Slc7a2,0.29089347
Macrogene 756,marm_SLC5A11,0.28382587
Macrogene 756,marm_SLC7A8,0.28139463
Macrogene 756,mouse_Slc1a2,0.25715694
Macrogene 756,mouse_Slc24a4,0.2559448
Macrogene 756,mouse_Slc1a1,0.2378663
Macrogene 756,mouse_Slc7a11,0.23658383
Macrogene 756,marm_SLC7A2,0.21988812
Macrogene 756,marm_SLC2A13,0.21239735
Macrogene 756,mouse_Slc6a1,0.20418689
Macrogene 756,marm_SLC24A3,0.20115456
Macrogene 757,mouse_1700019D03Rik,0.896328
Macrogene 758,marm_GREM2,1.7705833
Macrogene 758,mouse_Grem2,0.8321901
Macrogene 758,mouse_Sostdc1,0.73390144
Macrogene 758,marm_SOSTDC1,0.4930475
Macrogene 759,marm_RBMS3,0.47909674
Macrogene 759,marm_RBPMS,0.42578727
Macrogene 759,mouse_Rbpms,0.37193325
Macrogene 759,mouse_Rbms3,0.33948538
Macrogene 760,marm_IFT57,1.3755354
Macrogene 760,mouse_Ift57,1.1220216
Macrogene 760,mouse_Cabcoco1,0.64906216
Macrogene 760,mouse_Nuf2,0.6382934
Macrogene 761,mouse_Jcad,1.2118851
Macrogene 761,marm_CEP126,1.0107144
Macrogene 761,mouse_Cep126,0.9294731
Macrogene 761,marm_MARCHF10,0.87121266
Macrogene 761,marm_JCAD,0.50924075
Macrogene 761,marm_KIAA2012,0.3208775
Macrogene 761,marm_JHY,0.2677364
Macrogene 761,marm_CCDC190,0.20066424
Macrogene 762,marm_CHRNA7,1.0760523
Macrogene 762,marm_CHRNA6,0.98373306
Macrogene 762,mouse_Chrna5,0.9032547
Macrogene 762,marm_CHRNA2,0.8992739
Macrogene 762,mouse_Chrna9,0.8764471
Macrogene 762,mouse_Chrna3,0.86118233
Macrogene 762,marm_CHRNB4,0.8512431
Macrogene 762,marm_GABRP,0.82379466
Macrogene 762,mouse_Chrnb3,0.81214464
Macrogene 762,mouse_Chrnb4,0.79225886
Macrogene 762,mouse_Chrna7,0.5164601
Macrogene 762,mouse_Gabrq,0.28253308
Macrogene 763,mouse_Dkkl1,0.82276696
Macrogene 764,marm_DCT,1.2197337
Macrogene 764,mouse_Dct,0.9558482
Macrogene 764,mouse_Tyrp1,0.90612984
Macrogene 764,marm_TYR,0.82193035
Macrogene 765,mouse_Hamp2,1.0135171
Macrogene 765,mouse_Hamp,0.93236303
Macrogene 766,marm_CAMK2N1,1.4638929
Macrogene 766,mouse_Camk2n1,1.2119557
Macrogene 766,marm_CAMK2N2,0.27500156
Macrogene 767,marm_CENPP,1.3721219
Macrogene 767,mouse_Cenpp,1.041932
Macrogene 768,marm_PTPN5,1.3153682
Macrogene 768,mouse_Ptpro,1.3058506
Macrogene 768,mouse_Ptpre,1.1038054
Macrogene 768,mouse_Ptpn5,1.0174428
Macrogene 768,marm_PTPRR,0.8864799
Macrogene 768,mouse_Ptprr,0.5775568
Macrogene 768,mouse_Ptpn7,0.55077916
Macrogene 768,marm_PTPN7,0.5181946
Macrogene 768,marm_PTPRC,0.26945108
Macrogene 769,marm_C7,1.0328268
Macrogene 769,marm_SPINK5,0.7762865
Macrogene 769,marm_GFRAL,0.71504146
Macrogene 769,marm_C8B,0.6867071
Macrogene 769,marm_APOB,0.6342551
Macrogene 769,marm_C8A,0.6254758
Macrogene 769,marm_C6,0.52299047
Macrogene 769,marm_AFM,0.40319133
Macrogene 769,marm_SPOCK3,0.28388965
Macrogene 769,marm_BRINP3,0.2047423
Macrogene 770,marm_MATN2,1.5409182
Macrogene 770,mouse_Matn4,1.351851
Macrogene 770,mouse_Matn2,1.2583116
Macrogene 770,mouse_Matn1,0.71058154
Macrogene 770,mouse_Col6a3,0.6025816
Macrogene 770,marm_COL6A3,0.58326334
Macrogene 770,marm_MATN4,0.52893996
Macrogene 771,marm_BEX5,1.1303089
Macrogene 772,mouse_Spata16,1.0443958
Macrogene 772,marm_SPATA16,0.91438663
Macrogene 773,marm_DLC1,0.7161428
Macrogene 773,mouse_Dlc1,0.7010028
Macrogene 773,marm_STARD13,0.5988555
Macrogene 773,marm_ARHGAP18,0.4999554
Macrogene 773,mouse_Stard13,0.4367896
Macrogene 773,mouse_Ppdpf,0.4182644
Macrogene 773,mouse_Arhgap18,0.27907434
Macrogene 773,mouse_Etl4,0.2542564
Macrogene 773,mouse_Arpp21,0.22895889
Macrogene 774,marm_RTN4RL1,0.815294
Macrogene 774,marm_LRTM1,0.7932464
Macrogene 774,marm_SLIT3,0.74874294
Macrogene 774,mouse_Lrtm1,0.65376794
Macrogene 774,marm_LRRN2,0.6483643
Macrogene 774,mouse_Slit3,0.5516593
Macrogene 774,marm_RTN4RL2,0.54285216
Macrogene 774,marm_LRRC32,0.5415675
Macrogene 774,marm_SLIT1,0.52910537
Macrogene 774,marm_NRROS,0.5246986
Macrogene 774,marm_ISLR,0.495183
Macrogene 774,marm_LGR6,0.48599854
Macrogene 774,marm_LRRC55,0.46304417
Macrogene 774,marm_TRIL,0.45408446
Macrogene 774,mouse_Lrrn2,0.40469885
Macrogene 774,mouse_Rtn4rl1,0.36894313
Macrogene 774,mouse_Islr2,0.33742303
Macrogene 774,marm_LRRTM4,0.3197853
Macrogene 774,mouse_Lrrtm4,0.30692026
Macrogene 774,mouse_Nrros,0.2979571
Macrogene 774,marm_LINGO1,0.22376284
Macrogene 775,marm_IER2,0.9520184
Macrogene 776,marm_NKD1,1.1301548
Macrogene 776,mouse_Nkd1,1.0424805
Macrogene 777,mouse_Il34,0.7572331
Macrogene 777,marm_IL12A,0.741711
Macrogene 777,mouse_Csf3,0.6466216
Macrogene 777,mouse_Il23a,0.6219091
Macrogene 777,mouse_Il19,0.304437
Macrogene 777,mouse_Prl5a1,0.29417637
Macrogene 777,mouse_Prl4a1,0.27942103
Macrogene 777,mouse_Il6,0.25460064
Macrogene 778,marm_MBP,0.7549692
Macrogene 778,mouse_Mbp,0.61793137
Macrogene 778,mouse_Bcas1,0.3544184
Macrogene 779,marm_PRMT8,1.1819007
Macrogene 779,mouse_Prmt8,0.99784607
Macrogene 779,marm_PRMT6,0.78022254
Macrogene 780,marm_ABI3BP,1.5818232
Macrogene 780,mouse_Abi3bp,1.4304662
Macrogene 780,mouse_Prg4,0.77821577
Macrogene 780,marm_PRG4,0.5865486
Macrogene 780,marm_SELPLG,0.28038123
Macrogene 780,mouse_Acrv1,0.22904183
Macrogene 780,marm_MUCL3,0.20540974
Macrogene 781,marm_HES5,0.9536071
Macrogene 781,mouse_Hes5,0.8180167
Macrogene 781,mouse_Hes1,0.6144823
Macrogene 781,marm_HES4,0.6138717
Macrogene 781,marm_HES1,0.60997754
Macrogene 781,marm_ID4,0.25004098
Macrogene 781,mouse_Olig1,0.21121997
Macrogene 781,mouse_Id4,0.20760044
Macrogene 782,marm_KIRREL3,1.2786902
Macrogene 782,marm_MOG,0.8142921
Macrogene 782,mouse_Igsf11,0.75940275
Macrogene 782,mouse_Kirrel3,0.66612583
Macrogene 782,marm_SCN4B,0.57648885
Macrogene 782,mouse_Mog,0.55182934
Macrogene 782,marm_HEPACAM,0.5335052
Macrogene 782,mouse_Alcam,0.4842159
Macrogene 782,mouse_Mpzl1,0.44885188
Macrogene 782,mouse_Nectin1,0.44258332
Macrogene 782,marm_THY1,0.4333609
Macrogene 782,marm_NECTIN1,0.4143072
Macrogene 782,marm_FCRLB,0.38930047
Macrogene 782,marm_ALCAM,0.34179896
Macrogene 782,mouse_Il1rap,0.28802896
Macrogene 782,marm_BSG,0.28321344
Macrogene 782,mouse_Mag,0.2770563
Macrogene 782,marm_CADM3,0.2578534
Macrogene 782,mouse_Scn4b,0.2280004
Macrogene 782,mouse_Cntn5,0.22077113
Macrogene 783,mouse_Terb2,1.1084226
Macrogene 783,mouse_Otulinl,1.0874522
Macrogene 783,mouse_Cfap74,0.9577687
Macrogene 783,mouse_Prc1,0.94309974
Macrogene 783,mouse_Tpx2,0.8572742
Macrogene 783,mouse_Nsun7,0.85632527
Macrogene 783,mouse_Ska1,0.85477054
Macrogene 783,mouse_Rad21l,0.854149
Macrogene 783,mouse_Spag16,0.85284066
Macrogene 783,marm_KIF6,0.81036973
Macrogene 783,mouse_Fancl,0.80366254
Macrogene 783,mouse_Cdca8,0.7990189
Macrogene 783,marm_ANKMY1,0.78955156
Macrogene 783,mouse_Utp14b,0.7721977
Macrogene 783,marm_KIF27,0.76858807
Macrogene 783,marm_ANKUB1,0.75306433
Macrogene 783,marm_SPAG16,0.7438132
Macrogene 783,marm_CABCOCO1,0.74295866
Macrogene 783,marm_DNAI4,0.734429
Macrogene 783,marm_RSPH9,0.7299517
Macrogene 783,mouse_Cenps,0.7265389
Macrogene 783,mouse_Taf7l,0.7264503
Macrogene 783,marm_TTC29,0.7253826
Macrogene 783,marm_NEK11,0.7144731
Macrogene 783,marm_DLEC1,0.7094971
Macrogene 783,marm_VWA3B,0.6959041
Macrogene 783,marm_CATIP,0.6873838
Macrogene 783,marm_DNAAF4,0.67870003
Macrogene 783,mouse_Cenpn,0.66686493
Macrogene 783,mouse_Diaph3,0.6620494
Macrogene 783,marm_NAP1L3,0.6505223
Macrogene 783,marm_TSNAXIP1,0.6481656
Macrogene 783,marm_RP1,0.64367235
Macrogene 783,marm_TMEM232,0.6308916
Macrogene 783,mouse_Ccdc162,0.6306953
Macrogene 783,marm_LRGUK,0.62889504
Macrogene 783,marm_CFAP54,0.62391883
Macrogene 783,mouse_Samd3,0.6039365
Macrogene 783,marm_SPEF2,0.6033874
Macrogene 783,mouse_Gramd1c,0.5950433
Macrogene 783,marm_ECT2L,0.5906842
Macrogene 783,marm_BLOC1S5,0.5879176
Macrogene 783,marm_CCDC170,0.58206624
Macrogene 783,marm_CNBD1,0.5768065
Macrogene 783,marm_FAM227A,0.5760128
Macrogene 783,mouse_Kntc1,0.56781197
Macrogene 783,marm_IRAK1BP1,0.56680197
Macrogene 783,marm_DTHD1,0.56558883
Macrogene 783,marm_DYDC1,0.55696565
Macrogene 783,marm_LRRIQ3,0.5562879
Macrogene 783,marm_HOATZ,0.5432537
Macrogene 783,marm_CFAP74,0.5356099
Macrogene 783,mouse_Cc2d2b,0.5313483
Macrogene 783,marm_MOK,0.52847964
Macrogene 783,marm_NMI,0.52731895
Macrogene 783,marm_CERKL,0.52330494
Macrogene 783,mouse_Tma16,0.52247757
Macrogene 783,mouse_D930020B18Rik,0.51978457
Macrogene 783,marm_ENO4,0.51341885
Macrogene 783,marm_ORC3,0.5084251
Macrogene 783,marm_PARPBP,0.5016641
Macrogene 783,mouse_Stk31,0.49877596
Macrogene 783,mouse_Ankub1,0.49831387
Macrogene 783,marm_ZCCHC12,0.4947084
Macrogene 783,marm_CARD8,0.49099502
Macrogene 783,marm_ADGB,0.48092127
Macrogene 783,marm_EFHC2,0.47123873
Macrogene 783,mouse_Crlf3,0.46308288
Macrogene 783,marm_STK31,0.46276364
Macrogene 783,marm_WDPCP,0.4458633
Macrogene 783,marm_BAZ1A,0.44395533
Macrogene 783,marm_MORC1,0.44148403
Macrogene 783,marm_GRXCR2,0.44033983
Macrogene 783,marm_FHAD1,0.4375298
Macrogene 783,marm_DDX60,0.43390054
Macrogene 783,marm_RSPH1,0.43083945
Macrogene 783,mouse_Baz1a,0.4267953
Macrogene 783,marm_WDR93,0.42540064
Macrogene 783,mouse_Spef2,0.42370963
Macrogene 783,marm_KIAA0825,0.42086947
Macrogene 783,marm_SPAG17,0.41939735
Macrogene 783,mouse_Ogfrl1,0.40845904
Macrogene 783,mouse_Enkur,0.40728953
Macrogene 783,marm_CFAP70,0.404317
Macrogene 783,mouse_Spidr,0.40273225
Macrogene 783,mouse_Shcbp1,0.3968345
Macrogene 783,marm_MLF1,0.3895586
Macrogene 783,mouse_Cfap61,0.38938007
Macrogene 783,marm_CCDC3,0.38469976
Macrogene 783,marm_SESN1,0.37669677
Macrogene 783,marm_DNAI3,0.3754853
Macrogene 783,marm_DDX60L,0.37524778
Macrogene 783,marm_NSUN7,0.37176678
Macrogene 783,marm_CAPS2,0.36955422
Macrogene 783,marm_DRC1,0.36791903
Macrogene 783,mouse_Ccdc148,0.35941485
Macrogene 783,marm_MREG,0.35873523
Macrogene 783,marm_TOM1L1,0.35801923
Macrogene 783,marm_ARHGAP18,0.34544688
Macrogene 783,marm_CLU,0.34473923
Macrogene 783,mouse_Ranbp3l,0.34467724
Macrogene 783,mouse_Ppp1r2,0.34257266
Macrogene 783,marm_LRRIQ1,0.34189534
Macrogene 783,marm_UACA,0.3377173
Macrogene 783,marm_DRC3,0.3342351
Macrogene 783,mouse_Mms22l,0.33301494
Macrogene 783,marm_CFAP44,0.3271389
Macrogene 783,mouse_9930111J21Rik2,0.3216008
Macrogene 783,mouse_Slfn8,0.3188148
Macrogene 783,marm_DNAH1,0.31868908
Macrogene 783,marm_RASSF9,0.3176267
Macrogene 783,mouse_Armc2,0.3154272
Macrogene 783,mouse_Cfap54,0.31118858
Macrogene 783,mouse_Tcp11x2,0.310659
Macrogene 783,mouse_2310057J18Rik,0.30777517
Macrogene 783,mouse_Cep128,0.30575028
Macrogene 783,mouse_Efcab11,0.30145067
Macrogene 783,marm_DYTN,0.29978907
Macrogene 783,mouse_Ttk,0.29841277
Macrogene 783,marm_CCDC40,0.29592258
Macrogene 783,mouse_Smc4,0.2937852
Macrogene 783,mouse_1700024G13Rik,0.2921664
Macrogene 783,marm_DNAH6,0.2866575
Macrogene 783,mouse_Lrrc71,0.28224605
Macrogene 783,marm_CCDC30,0.28050476
Macrogene 783,mouse_Lekr1,0.28045046
Macrogene 783,marm_UGGT2,0.28023443
Macrogene 783,marm_CFAP92,0.27054608
Macrogene 783,mouse_Sntn,0.2695158
Macrogene 783,mouse_Poln,0.26887065
Macrogene 783,mouse_Arhgap11a,0.26544783
Macrogene 783,marm_ENKUR,0.26505214
Macrogene 783,mouse_Pkib,0.26503143
Macrogene 783,marm_ADAD1,0.26393235
Macrogene 783,mouse_Cabcoco1,0.26392645
Macrogene 783,marm_IFT57,0.2628858
Macrogene 783,mouse_Padi2,0.2610389
Macrogene 783,mouse_Iqch,0.2586999
Macrogene 783,mouse_Cnbd1,0.2581691
Macrogene 783,mouse_Spata16,0.2545975
Macrogene 783,mouse_C2cd3,0.25187784
Macrogene 783,marm_TEX9,0.25052887
Macrogene 783,mouse_Tiparp,0.24832262
Macrogene 783,marm_RSPH4A,0.24714367
Macrogene 783,mouse_Inpp5d,0.24714081
Macrogene 783,marm_IQUB,0.24706596
Macrogene 783,mouse_Efcab3,0.24694721
Macrogene 783,mouse_Spc25,0.24588248
Macrogene 783,mouse_Bub1b,0.24584101
Macrogene 783,marm_TOGARAM2,0.24409921
Macrogene 783,marm_FAM227B,0.24234226
Macrogene 783,mouse_Wdr49,0.23354179
Macrogene 783,marm_SPA17,0.2319718
Macrogene 783,marm_TTC16,0.231265
Macrogene 783,mouse_Spag17,0.22964318
Macrogene 783,marm_VWA5B1,0.2290416
Macrogene 783,mouse_Btbd16,0.22730102
Macrogene 783,marm_CFAP100,0.22627491
Macrogene 783,mouse_Lig1,0.22561853
Macrogene 783,mouse_Cfap47,0.22389294
Macrogene 783,mouse_Bank1,0.22343373
Macrogene 783,mouse_Syne2,0.2219727
Macrogene 783,marm_MYRFL,0.22160038
Macrogene 783,mouse_Kitl,0.22140267
Macrogene 783,marm_IQCA1,0.22130081
Macrogene 783,mouse_Gsap,0.21754429
Macrogene 783,mouse_Cep55,0.21662071
Macrogene 783,mouse_Abca9,0.21650389
Macrogene 783,marm_IQCK,0.21572468
Macrogene 783,marm_CCDC39,0.21388471
Macrogene 783,mouse_Radx,0.21355377
Macrogene 783,marm_SPC25,0.21213211
Macrogene 783,marm_RFTN2,0.21175313
Macrogene 783,mouse_Rilpl1,0.2115167
Macrogene 783,marm_IQCE,0.21143895
Macrogene 783,mouse_Arhgap18,0.20961286
Macrogene 783,marm_CDC20B,0.20879348
Macrogene 783,mouse_Mei4,0.20842811
Macrogene 783,mouse_Nuf2,0.20827733
Macrogene 783,marm_STMND1,0.20807979
Macrogene 783,marm_ARMC3,0.20564361
Macrogene 783,marm_LRRC9,0.20548396
Macrogene 783,mouse_Spata18,0.20445712
Macrogene 783,mouse_Dthd1,0.20392907
Macrogene 783,mouse_Snx25,0.20366141
Macrogene 783,mouse_Cfap44,0.2034844
Macrogene 783,marm_EFHB,0.20313041
Macrogene 783,marm_FLACC1,0.20177802
Macrogene 783,mouse_Vrk2,0.20161675
Macrogene 784,mouse_Spink13,0.9868331
Macrogene 784,mouse_Spink1,0.94775724
Macrogene 784,mouse_Spink4,0.8930238
Macrogene 785,mouse_Vgll3,1.13263
Macrogene 785,marm_VGLL3,0.95845914
Macrogene 785,mouse_Vgll2,0.88009435
Macrogene 786,marm_SLC2A12,1.5436153
Macrogene 786,marm_SLC22A3,1.5032988
Macrogene 786,mouse_Slc22a2,0.8314803
Macrogene 786,mouse_Svopl,0.8188066
Macrogene 786,mouse_Slc22a3,0.78414387
Macrogene 786,marm_SLC22A2,0.71686244
Macrogene 786,marm_SLC22A16,0.5119355
Macrogene 786,mouse_Slc2a1,0.41556272
Macrogene 786,mouse_Slc22a6,0.32934844
Macrogene 786,mouse_Slc22a8,0.31479082
Macrogene 786,marm_SLC22A8,0.25485376
Macrogene 786,mouse_Slc22a20,0.22539742
Macrogene 787,marm_PPP1R1B,1.19498
Macrogene 787,mouse_Ppp1r1b,1.0044452
Macrogene 788,marm_WASF1,0.4335192
Macrogene 788,marm_NRG1,0.39061722
Macrogene 788,marm_LRRC7,0.38415793
Macrogene 788,marm_MTUS2,0.37632594
Macrogene 788,marm_COBL,0.32853556
Macrogene 788,marm_SYBU,0.32815334
Macrogene 788,marm_NBR1,0.3263038
Macrogene 788,marm_CTTNBP2,0.32099468
Macrogene 788,marm_NUP153,0.3185365
Macrogene 788,marm_PCLO,0.30478933
Macrogene 788,marm_DAPL1,0.3016253
Macrogene 788,marm_RAB3IP,0.2900706
Macrogene 788,marm_EAF2,0.28155923
Macrogene 788,mouse_Spats2l,0.27910373
Macrogene 788,marm_MAP1B,0.27621892
Macrogene 788,marm_ANKRD34B,0.27514416
Macrogene 788,marm_SPATS2L,0.27438542
Macrogene 788,mouse_Sncaip,0.24603468
Macrogene 788,marm_SNCAIP,0.24458721
Macrogene 788,marm_SENP6,0.24194914
Macrogene 788,marm_SETBP1,0.21381219
Macrogene 788,mouse_Nrg1,0.21294795
Macrogene 788,marm_CRACDL,0.21140997
Macrogene 788,marm_BCAS1,0.20758413
Macrogene 788,marm_DAB1,0.2049431
Macrogene 788,marm_LUZP2,0.20435838
Macrogene 788,marm_KIAA0408,0.20261975
Macrogene 789,mouse_Unc13c,0.64954627
Macrogene 789,marm_UNC13C,0.38526464
Macrogene 789,mouse_Dlgap2,0.378668
Macrogene 789,marm_PRUNE2,0.35487413
Macrogene 789,marm_PPARGC1A,0.35149324
Macrogene 789,mouse_Dusp27,0.33178473
Macrogene 789,mouse_Minar1,0.32179046
Macrogene 789,marm_NAV3,0.2866053
Macrogene 789,marm_STYXL2,0.26402706
Macrogene 789,mouse_Ppargc1a,0.26299882
Macrogene 789,mouse_Sphkap,0.20845585
Macrogene 790,marm_ARPP21,1.146733
Macrogene 790,mouse_R3hdm1,0.9812241
Macrogene 790,marm_R3HDM1,0.9669054
Macrogene 790,mouse_Arpp21,0.8585073
Macrogene 790,mouse_Secisbp2l,0.7761747
Macrogene 790,marm_KLF8,0.62862253
Macrogene 790,marm_POU6F2,0.61017144
Macrogene 790,marm_GLCCI1,0.5742559
Macrogene 790,marm_ZMYM5,0.5533955
Macrogene 790,marm_ZFAND3,0.38028067
Macrogene 790,mouse_Rbms3,0.344547
Macrogene 790,mouse_Mamld1,0.323503
Macrogene 790,mouse_Creb5,0.3218255
Macrogene 790,mouse_Maml3,0.31608889
Macrogene 790,marm_PKIA,0.30897444
Macrogene 790,mouse_Pou6f2,0.27994516
Macrogene 790,marm_KIAA1217,0.27010027
Macrogene 790,marm_PRR16,0.24784443
Macrogene 790,marm_MAMLD1,0.24381666
Macrogene 790,mouse_Rbms1,0.23243088
Macrogene 790,mouse_Maml2,0.21327773
Macrogene 790,mouse_Prr16,0.21276276
Macrogene 790,marm_RBMS3,0.20123503
Macrogene 791,marm_LRRC43,0.9834581
Macrogene 791,mouse_Lrrc71,0.97058034
Macrogene 791,marm_LRRC71,0.8838762
Macrogene 792,marm_DLC1,0.6355519
Macrogene 792,mouse_Samd5,0.611472
Macrogene 792,marm_PDZD2,0.56292707
Macrogene 792,mouse_Cnksr3,0.54172504
Macrogene 792,marm_NEURL1,0.4898691
Macrogene 792,marm_PTPRN2,0.4816594
Macrogene 792,marm_CDK5R2,0.47061965
Macrogene 792,marm_OTUD7B,0.46690643
Macrogene 792,marm_GIPC2,0.46250278
Macrogene 792,mouse_Frmpd3,0.44914392
Macrogene 792,mouse_Grid2ip,0.44759998
Macrogene 792,marm_CNKSR3,0.440953
Macrogene 792,marm_KSR2,0.44039285
Macrogene 792,marm_GRIP1,0.42977872
Macrogene 792,marm_FAM89A,0.42739314
Macrogene 792,marm_SMAD6,0.4255368
